complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3002075,2024-09-18 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,PA,12345,,Consent provided,Web,2024-09-24 19:10:40.896439,Closed with explanation,Yes,No
3002076,2026-06-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2026-06-25 19:10:40.896439,Closed with explanation,No,nan
3002077,2024-11-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Equifax,PA,12345,,Consent provided,Web,2024-11-24 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3002078,2026-03-01 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,NC,12345,,Consent provided,Web,2026-03-03 19:10:40.896439,Closed with explanation,Yes,nan
3002079,2025-10-20 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,GA,12345,,Consent provided,Web,2025-10-21 19:10:40.896439,In progress,Yes,nan
3002080,2025-08-25 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,NC,12345,,Consent provided,Web,2025-09-01 19:10:40.896439,In progress,Yes,nan
3002081,2025-05-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,MI,12345,,Consent provided,Web,2025-05-13 19:10:40.896439,Closed with explanation,Yes,nan
3002082,2025-11-13 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,NC,12345,,Consent provided,Web,2025-11-25 19:10:40.896439,Closed with explanation,Yes,No
3002083,2025-04-21 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,GA,12345,,Consent provided,Web,2025-04-22 19:10:40.896439,Closed with explanation,Yes,No
3002084,2024-10-14 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NC,12345,,Consent provided,Web,2024-10-15 19:10:40.896439,Closed with explanation,Yes,nan
3002085,2025-03-28 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,OH,12345,,Consent provided,Web,2025-04-06 19:10:40.896439,Closed with explanation,No,nan
3002086,2026-03-18 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,OH,12345,,Consent provided,Web,2026-04-01 19:10:40.896439,Closed with explanation,No,Yes
3002087,2024-07-07 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,NY,12345,,Consent provided,Web,2024-07-15 19:10:40.896439,In progress,Yes,nan
3002088,2024-09-27 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,CA,12345,,Consent provided,Web,2024-10-10 19:10:40.896439,Closed with explanation,Yes,nan
3002089,2025-05-28 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,OH,12345,,Consent provided,Web,2025-05-31 19:10:40.896439,Closed with explanation,Yes,Yes
3002090,2025-09-27 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2025-10-01 19:10:40.896439,Closed with monetary relief,Yes,nan
3002091,2025-10-01 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2025-10-13 19:10:40.896439,Closed with monetary relief,No,nan
3002092,2026-03-25 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,CA,12345,,Consent provided,Web,2026-04-04 19:10:40.896439,Untimely response,Yes,nan
3002093,2025-02-10 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,NC,12345,,Consent provided,Web,2025-02-18 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3002094,2024-12-05 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,OH,12345,,Consent provided,Web,2024-12-10 19:10:40.896439,Closed with explanation,Yes,nan
3002095,2026-04-30 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,OH,12345,,Consent provided,Web,2026-05-09 19:10:40.896439,Untimely response,Yes,Yes
3002096,2024-07-16 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,FL,12345,,Consent provided,Web,2024-07-27 19:10:40.896439,Closed with explanation,Yes,Yes
3002097,2024-11-14 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2024-11-22 19:10:40.896439,In progress,No,No
3002098,2025-05-04 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,OH,12345,,Consent provided,Web,2025-05-12 19:10:40.896439,Closed with explanation,Yes,No
3002099,2025-04-23 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,MI,12345,,Consent provided,Web,2025-04-29 19:10:40.896439,Closed with explanation,Yes,nan
3002100,2025-04-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2025-05-13 19:10:40.896439,Closed with non-monetary relief,Yes,No
3002101,2024-08-16 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,PA,12345,,Consent provided,Web,2024-08-27 19:10:40.896439,Closed with explanation,No,No
3002102,2025-06-12 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,OH,12345,,Consent provided,Web,2025-06-21 19:10:40.896439,Closed with explanation,Yes,Yes
3002103,2025-05-26 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NC,12345,,Consent provided,Web,2025-06-03 19:10:40.896439,Closed with non-monetary relief,Yes,No
3002104,2025-11-14 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2025-11-18 19:10:40.896439,Closed with explanation,Yes,nan
3002105,2025-07-03 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,IL,12345,,Consent provided,Web,2025-07-07 19:10:40.896439,Closed with explanation,No,nan
3002106,2025-09-04 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,NY,12345,,Consent provided,Web,2025-09-15 19:10:40.896439,Closed with explanation,Yes,nan
3002107,2024-07-25 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2024-08-01 19:10:40.896439,In progress,Yes,No
3002108,2025-08-15 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NY,12345,,Consent provided,Web,2025-08-24 19:10:40.896439,Closed with explanation,Yes,Yes
3002109,2026-03-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,TX,12345,,Consent provided,Web,2026-03-18 19:10:40.896439,Closed with explanation,Yes,nan
3002110,2025-06-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,MI,12345,,Consent provided,Web,2025-06-13 19:10:40.896439,Closed with explanation,Yes,nan
3002111,2024-10-29 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,MI,12345,,Consent provided,Web,2024-11-04 19:10:40.896439,Closed with explanation,No,Yes
3002112,2024-11-05 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,OH,12345,,Consent provided,Web,2024-11-11 19:10:40.896439,Closed with explanation,Yes,No
3002113,2025-08-07 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,GA,12345,,Consent provided,Web,2025-08-19 19:10:40.896439,Closed with monetary relief,Yes,No
3002114,2026-06-19 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,OH,12345,,Consent provided,Web,2026-07-03 19:10:40.896439,Closed with explanation,Yes,nan
3002115,2024-08-24 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,MI,12345,,Consent provided,Web,2024-08-26 19:10:40.896439,Closed with explanation,Yes,No
3002116,2025-05-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2025-05-27 19:10:40.896439,,Yes,nan
3002117,2024-11-22 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NC,12345,,Consent provided,Web,2024-11-28 19:10:40.896439,In progress,Yes,Yes
3002118,2025-10-17 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2025-10-27 19:10:40.896439,In progress,Yes,nan
3002119,2025-06-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,IL,12345,,Consent provided,Web,2025-06-13 19:10:40.896439,Closed with explanation,No,No
3002120,2025-07-12 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,NY,12345,,Consent provided,Web,2025-07-25 19:10:40.896439,Closed with explanation,No,No
3002121,2026-01-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2026-01-23 19:10:40.896439,Closed with monetary relief,Yes,No
3002122,2025-11-10 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,CA,12345,,Consent provided,Web,2025-11-21 19:10:40.896439,In progress,Yes,No
3002123,2025-12-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2025-12-27 19:10:40.896439,Closed with explanation,Yes,nan
3002124,2026-05-04 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,PA,12345,,Consent provided,Web,2026-05-04 19:10:40.896439,Closed with monetary relief,Yes,Yes
3002125,2024-12-07 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2024-12-13 19:10:40.896439,In progress,Yes,nan
3002126,2025-04-21 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2025-04-26 19:10:40.896439,Closed with explanation,Yes,nan
3002127,2026-04-13 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,MI,12345,,Consent provided,Web,2026-04-22 19:10:40.896439,Closed with explanation,Yes,nan
3002128,2024-11-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,FL,12345,,Consent provided,Web,2024-12-09 19:10:40.896439,Closed with explanation,Yes,nan
3002129,2024-10-18 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,GA,12345,,Consent provided,Web,2024-10-24 19:10:40.896439,Untimely response,Yes,nan
3002130,2025-08-28 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,GA,12345,,Consent provided,Web,2025-09-11 19:10:40.896439,Closed with monetary relief,Yes,No
3002131,2026-05-05 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2026-05-18 19:10:40.896439,Closed with explanation,Yes,nan
3002132,2026-04-23 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2026-04-24 19:10:40.896439,Closed with explanation,Yes,Yes
3002133,2024-07-06 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2024-07-18 19:10:40.896439,Closed with explanation,Yes,nan
3002134,2026-02-13 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2026-02-24 19:10:40.896439,Closed with explanation,Yes,Yes
3002135,2026-04-09 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,OH,12345,,Consent provided,Web,2026-04-12 19:10:40.896439,Closed with explanation,Yes,nan
3002136,2024-10-02 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2024-10-03 19:10:40.896439,Closed with explanation,Yes,nan
3002137,2025-06-14 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,OH,12345,,Consent provided,Web,2025-06-21 19:10:40.896439,Closed with explanation,Yes,Yes
3002138,2025-06-19 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,PA,12345,,Consent provided,Web,2025-06-25 19:10:40.896439,Closed with explanation,Yes,nan
3002139,2025-10-06 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2025-10-06 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3002140,2025-03-24 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NC,12345,,Consent provided,Web,2025-03-25 19:10:40.896439,Closed with non-monetary relief,Yes,No
3002141,2025-06-20 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2025-06-21 19:10:40.896439,Closed with monetary relief,Yes,Yes
3002142,2024-10-20 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2024-10-23 19:10:40.896439,In progress,Yes,Yes
3002143,2026-02-10 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,MI,12345,,Consent provided,Web,2026-02-12 19:10:40.896439,Closed with explanation,Yes,nan
3002144,2024-08-12 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2024-08-12 19:10:40.896439,Closed with explanation,Yes,No
3002145,2024-12-10 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NY,12345,,Consent provided,Web,2024-12-21 19:10:40.896439,Closed with explanation,Yes,Yes
3002146,2026-02-07 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,FL,12345,,Consent provided,Web,2026-02-20 19:10:40.896439,Closed with explanation,Yes,No
3002147,2025-05-12 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,FL,12345,,Consent provided,Web,2025-05-13 19:10:40.896439,In progress,Yes,nan
3002148,2025-03-02 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,TX,12345,,Consent provided,Web,2025-03-12 19:10:40.896439,Closed with explanation,Yes,nan
3002149,2025-09-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,FL,12345,,Consent provided,Web,2025-09-30 19:10:40.896439,Closed with explanation,Yes,nan
3002150,2025-04-28 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NY,12345,,Consent provided,Web,2025-05-10 19:10:40.896439,Closed with explanation,Yes,nan
3002151,2024-08-09 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,MI,12345,,Consent provided,Web,2024-08-09 19:10:40.896439,Closed with explanation,Yes,nan
3002152,2024-09-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2024-10-04 19:10:40.896439,Closed with explanation,Yes,Yes
3002153,2025-09-29 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,MI,12345,,Consent provided,Web,2025-10-05 19:10:40.896439,Closed with explanation,Yes,Yes
3002154,2025-07-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,OH,12345,,Consent provided,Web,2025-07-25 19:10:40.896439,Closed with explanation,Yes,No
3002155,2024-12-23 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NY,12345,,Consent provided,Web,2024-12-24 19:10:40.896439,,Yes,No
3002156,2025-07-15 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2025-07-19 19:10:40.896439,Closed with explanation,Yes,Yes
3002157,2026-05-20 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,GA,12345,,Consent provided,Web,2026-06-01 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3002158,2025-07-01 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,CA,12345,,Consent provided,Web,2025-07-05 19:10:40.896439,Closed with explanation,Yes,nan
3002159,2026-01-14 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,MI,12345,,Consent provided,Web,2026-01-17 19:10:40.896439,In progress,Yes,No
3002160,2024-11-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,CA,12345,,Consent provided,Web,2024-12-03 19:10:40.896439,Closed with explanation,Yes,No
3002161,2024-10-30 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2024-11-08 19:10:40.896439,Closed with explanation,No,No
3002162,2025-04-07 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2025-04-16 19:10:40.896439,Closed with explanation,Yes,No
3002163,2026-06-30 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,MI,12345,,Consent provided,Web,2026-07-12 19:10:40.896439,Untimely response,No,No
3002164,2025-02-09 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,PA,12345,,Consent provided,Web,2025-02-20 19:10:40.896439,Closed with explanation,No,No
3002165,2024-07-30 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,NC,12345,,Consent provided,Web,2024-08-01 19:10:40.896439,Closed with monetary relief,Yes,No
3002166,2025-12-07 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2025-12-10 19:10:40.896439,Closed with monetary relief,Yes,No
3002167,2024-07-14 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,IL,12345,,Consent provided,Web,2024-07-23 19:10:40.896439,Closed with explanation,Yes,nan
3002168,2025-07-17 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2025-07-20 19:10:40.896439,Closed with explanation,Yes,No
3002169,2026-03-29 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2026-03-30 19:10:40.896439,Closed with monetary relief,Yes,No
3002170,2026-04-02 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Equifax,GA,12345,,Consent provided,Web,2026-04-06 19:10:40.896439,Closed with explanation,Yes,No
3002171,2026-05-17 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2026-05-31 19:10:40.896439,Closed with explanation,Yes,Yes
3002172,2026-02-08 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,TX,12345,,Consent provided,Web,2026-02-12 19:10:40.896439,Closed with monetary relief,Yes,nan
3002173,2024-12-03 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,OH,12345,,Consent provided,Web,2024-12-07 19:10:40.896439,Closed with non-monetary relief,Yes,No
3002174,2026-06-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2026-07-04 19:10:40.896439,In progress,Yes,Yes
3002175,2024-08-22 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,OH,12345,,Consent provided,Web,2024-09-05 19:10:40.896439,Closed with explanation,Yes,nan
3002176,2024-12-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2024-12-15 19:10:40.896439,Closed with explanation,Yes,Yes
3002177,2025-04-23 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,FL,12345,,Consent provided,Web,2025-05-02 19:10:40.896439,Closed with explanation,No,No
3002178,2026-02-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2026-02-04 19:10:40.896439,Closed with explanation,Yes,nan
3002179,2024-08-23 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,GA,12345,,Consent provided,Web,2024-08-28 19:10:40.896439,Closed with explanation,Yes,nan
3002180,2026-04-29 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,NY,12345,,Consent provided,Web,2026-05-09 19:10:40.896439,Closed with explanation,Yes,No
3002181,2025-12-17 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2025-12-18 19:10:40.896439,Closed with explanation,Yes,No
3002182,2026-03-08 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2026-03-14 19:10:40.896439,Closed with non-monetary relief,Yes,No
3002183,2024-09-02 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2024-09-05 19:10:40.896439,Closed with explanation,Yes,Yes
3002184,2024-12-18 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2025-01-01 19:10:40.896439,Closed with explanation,Yes,No
3002185,2025-01-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2025-01-26 19:10:40.896439,In progress,Yes,nan
3002186,2024-11-27 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,MI,12345,,Consent provided,Web,2024-12-01 19:10:40.896439,Closed with explanation,Yes,Yes
3002187,2026-05-11 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,TX,12345,,Consent provided,Web,2026-05-15 19:10:40.896439,Closed with explanation,No,No
3002188,2025-09-16 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2025-09-17 19:10:40.896439,Closed with explanation,Yes,nan
3002189,2025-03-03 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NY,12345,,Consent provided,Web,2025-03-07 19:10:40.896439,Closed with non-monetary relief,No,No
3002190,2026-02-05 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,GA,12345,,Consent provided,Web,2026-02-07 19:10:40.896439,Closed with explanation,Yes,nan
3002191,2026-05-22 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NY,12345,,Consent provided,Web,2026-05-25 19:10:40.896439,Closed with explanation,Yes,nan
3002192,2026-01-16 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,GA,12345,,Consent provided,Web,2026-01-28 19:10:40.896439,Untimely response,Yes,No
3002193,2025-10-30 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,GA,12345,,Consent provided,Web,2025-10-31 19:10:40.896439,Closed with non-monetary relief,Yes,nan
